pcd_path,obj_token,frame_id,depth_path,expected_model_path,expected_obj_id
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000005.ply,5,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000006.ply,6,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000007.ply,7,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000000.ply,0,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000001.ply,1,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000002.ply,2,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000003.ply,3,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000004.ply,4,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000005.ply,5,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000006.ply,6,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000010_000007.ply,7,10,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000010.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
